IP,Country,class
109.228.15.172,GB,anomaly
109.228.19.124,GB,normal
109.228.252.205,TR,normal
109.230.0.96,SK,normal
109.230.128.216,RU,normal
109.230.14.58,SK,anomaly
109.234.234.158,AL,anomaly
109.234.86.116,ES,anomaly
109.235.140.196,DE,normal
109.236.90.209,NL,anomaly
109.240.97.80,FI,normal
109.242.100.243,GR,normal
109.245.36.48,RS,normal
109.247.102.144,NO,normal
109.248.219.143,RU,normal
109.251.68.50,UA,normal
109.251.85.15,UA,normal
109.251.94.14,UA,anomaly
109.252.108.60,RU,normal
109.252.26.3,RU,anomaly
109.252.45.90,RU,normal
109.252.53.91,RU,normal
109.252.53.91,RU,normal
109.252.74.13,RU,normal
109.254.49.118,UA,normal
109.254.66.104,UA,anomaly
109.255.184.196,IE,anomaly
109.28.91.107,FR,anomaly
109.40.11.117,DE,normal
109.42.1.49,DE,normal
109.42.2.197,DE,normal
109.42.3.248,DE,anomaly
109.49.136.216,PT,normal
109.56.237.187,DK,normal
109.63.155.165,RU,normal
109.63.159.149,RU,normal
109.63.169.253,RU,normal
109.63.173.76,RU,normal
109.63.173.97,RU,anomaly
109.63.221.217,RU,anomaly
109.63.224.34,RU,normal
109.63.226.211,RU,anomaly
109.63.227.53,RU,anomaly
109.63.228.230,RU,normal
109.63.232.213,RU,normal
109.63.232.213,RU,normal
109.63.232.53,RU,normal
109.63.232.97,RU,anomaly
109.63.238.35,RU,anomaly
109.63.239.194,RU,normal
109.63.250.234,RU,normal
109.64.13.111,IL,normal
109.64.162.196,IL,normal
109.67.148.62,IL,anomaly
109.67.160.1,IL,normal
109.67.189.54,IL,anomaly
109.72.57.251,RS,normal
109.74.61.207,HU,anomaly
109.76.162.215,IE,normal
109.76.216.8,IE,normal
109.77.210.165,IE,normal
109.78.176.110,IE,anomaly
109.79.186.173,IE,anomaly
109.79.188.180,IE,normal
109.8.11.5,FR,normal
109.81.209.85,CZ,normal
109.81.211.247,CZ,normal
109.82.247.82,SA,normal
109.83.146.19,SA,normal
109.86.139.47,UA,anomaly
109.86.142.204,UA,anomaly
109.86.155.64,UA,normal
109.86.1.74,UA,normal
109.86.209.75,UA,normal
109.86.225.248,UA,normal
109.86.225.248,UA,normal
109.86.25.134,UA,anomaly
109.86.255.59,UA,anomaly
109.86.62.225,UA,normal
109.86.69.112,UA,anomaly
109.87.50.90,UA,normal
109.87.63.250,UA,normal
109.94.197.114,RU,anomaly
109.94.197.234,RU,normal
109.94.198.30,RU,anomaly
109.95.47.214,UA,anomaly
110.135.186.75,JP,anomaly
110.136.118.203,ID,normal
110.137.150.208,ID,anomaly
110.140.51.136,AU,normal
110.141.166.211,AU,normal
110.142.216.245,AU,normal
110.142.94.227,AU,normal
110.143.228.75,AU,anomaly
110.146.179.113,AU,normal
110.159.105.160,MY,normal
110.159.105.160,MY,anomaly
110.159.130.159,MY,anomaly
110.159.183.204,MY,normal
110.168.231.245,TH,normal
110.168.55.115,TH,normal
110.168.55.202,TH,anomaly
110.168.6.105,TH,anomaly
110.170.253.2,TH,normal
110.171.96.211,TH,anomaly
110.172.148.162,IN,normal
110.172.173.30,IN,normal
110.172.184.138,IN,anomaly
110.173.181.254,IN,anomaly
110.173.190.34,IN,normal
110.174.113.217,AU,anomaly
110.174.76.67,AU,normal
110.175.105.95,AU,normal
110.175.242.136,AU,anomaly
110.180.14.222,CN,anomaly
110.224.132.198,IN,normal
110.224.251.42,IN,normal
110.224.57.230,IN,anomaly
110.225.211.70,IN,normal
110.225.212.204,IN,anomaly
110.225.78.16,IN,normal
110.227.112.161,IN,normal
110.227.130.213,IN,anomaly
110.227.161.34,IN,anomaly
110.227.192.172,IN,normal
110.233.161.30,JP,anomaly
110.233.207.25,JP,normal
110.235.30.109,IN,anomaly
110.244.113.92,CN,normal
110.244.143.146,CN,normal
110.244.200.40,CN,anomaly
110.244.222.27,CN,normal
110.244.227.102,CN,normal
110.244.227.20,CN,normal
110.244.234.50,CN,anomaly
110.244.244.173,CN,anomaly
110.244.244.192,CN,normal
110.244.246.34,CN,normal
110.252.32.77,CN,normal
110.252.34.176,CN,normal
110.252.37.120,CN,normal
110.252.68.245,CN,anomaly
110.255.47.109,CN,normal
110.30.207.7,TW,anomaly
110.30.85.251,TW,normal
110.32.107.40,AU,anomaly
110.34.39.60,PK,normal
110.34.8.45,NP,anomaly
110.38.232.214,PK,normal
110.5.73.186,IN,anomaly
110.52.217.200,CN,anomaly
110.70.58.249,KR,normal
110.74.219.186,KH,normal
110.76.129.142,AU,anomaly
110.76.129.6,AU,normal
110.76.129.6,AU,anomaly
110.77.204.83,TH,anomaly
110.8.87.151,KR,anomaly
110.92.99.2,SG,anomaly
110.93.240.146,PK,normal
110.93.82.203,PH,normal
110.93.91.116,PH,normal
111.103.247.185,JP,normal
111.107.167.116,JP,anomaly
111.107.45.81,JP,anomaly
111.110.125.213,JP,anomaly
111.119.194.126,IN,normal
111.119.211.22,IN,normal
111.125.208.121,IN,normal
111.125.208.6,IN,anomaly
111.125.244.149,IN,normal
111.125.92.218,PH,normal
111.151.180.190,CN,anomaly
111.163.184.185,CN,anomaly
111.192.190.39,CN,normal
111.200.195.186,CN,normal
111.227.104.93,CN,normal
111.248.111.58,TW,normal
111.248.76.211,TW,normal
111.26.36.72,CN,normal
111.26.36.79,CN,normal
111.69.127.74,NZ,anomaly
111.84.193.201,TH,anomaly
111.84.193.70,TH,anomaly
111.84.195.98,TH,normal
111.88.176.203,PK,anomaly
111.91.50.206,IN,anomaly
111.91.51.90,IN,normal
111.93.127.205,IN,normal
111.93.41.182,IN,normal
111.93.41.90,IN,anomaly
111.93.50.75,IN,normal
111.94.104.88,ID,anomaly
111.94.240.26,ID,normal
111.95.135.241,ID,anomaly
112.110.101.253,IN,normal
112.110.107.104,IN,anomaly
112.110.109.214,IN,anomaly
112.110.123.23,IN,anomaly
112.110.49.7,IN,anomaly
112.118.143.35,HK,anomaly
112.118.68.117,HK,normal
112.120.112.205,HK,anomaly
112.120.150.165,HK,anomaly
112.120.183.1,HK,anomaly
112.133.232.1,IN,anomaly
112.133.232.27,IN,anomaly
112.133.236.230,IN,normal
112.133.236.253,IN,normal
112.133.237.47,IN,normal
112.133.244.3,IN,anomaly
112.133.245.78,IN,anomaly
112.134.102.252,LK,normal
112.134.215.200,LK,anomaly
112.134.41.56,LK,anomaly
112.134.50.180,LK,normal
112.134.71.23,LK,anomaly
112.134.80.112,LK,anomaly
112.134.81.152,LK,anomaly
112.135.0.96,LK,anomaly
112.135.2.203,LK,anomaly
112.158.190.173,KR,normal
112.17.243.122,CN,normal
112.172.218.62,KR,anomaly
112.196.133.205,IN,normal
112.196.159.145,IN,normal
112.196.160.51,IN,normal
112.196.24.156,IN,anomaly
112.198.101.106,PH,anomaly
112.198.101.99,PH,normal
112.198.103.209,PH,normal
112.198.103.238,PH,anomaly
112.198.118.123,PH,anomaly
112.198.118.27,PH,anomaly
112.198.118.38,PH,normal
112.198.118.88,PH,normal
112.198.243.30,PH,normal
112.198.35.202,PH,normal
112.198.68.105,PH,normal
112.198.68.228,PH,anomaly
112.198.68.238,PH,normal
112.198.69.119,PH,normal
112.198.69.168,PH,normal
112.198.75.203,PH,normal
112.198.75.240,PH,normal
112.198.75.249,PH,normal
112.198.75.6,PH,anomaly
112.198.77.227,PH,normal
112.198.79.12,PH,normal
112.198.83.134,PH,normal
112.198.90.126,PH,normal
112.198.90.89,PH,normal
112.198.98.248,PH,normal
112.200.211.182,PH,anomaly
112.200.226.44,PH,normal
112.200.234.220,PH,normal
112.200.248.208,PH,normal
112.201.178.165,PH,anomaly
112.201.197.20,PH,anomaly
112.201.199.65,PH,anomaly
112.202.139.165,PH,anomaly
112.202.150.155,PH,anomaly
112.202.3.112,PH,anomaly
112.203.228.131,PH,anomaly
112.203.253.138,PH,normal
112.204.198.214,PH,normal
112.204.250.96,PH,anomaly
112.206.164.156,PH,normal
112.207.70.219,PH,normal
112.208.196.132,PH,anomaly
112.210.31.124,PH,anomaly
112.210.74.138,PH,normal
112.211.219.40,PH,normal
112.211.46.233,PH,anomaly
112.215.151.235,ID,anomaly
112.215.151.63,ID,anomaly
112.215.152.21,ID,normal
112.215.153.24,ID,normal
112.215.154.125,ID,anomaly
112.215.170.118,ID,normal
112.215.171.165,ID,normal
112.215.171.192,ID,normal
112.215.171.47,ID,normal
112.215.171.59,ID,anomaly
112.215.172.154,ID,normal
112.215.172.167,ID,anomaly
112.215.172.30,ID,normal
112.215.172.50,ID,anomaly
112.215.173.100,ID,normal
112.215.173.110,ID,normal
112.215.173.131,ID,anomaly
112.215.173.140,ID,anomaly
112.215.173.202,ID,normal
112.215.174.247,ID,normal
112.215.175.112,ID,anomaly
112.215.175.138,ID,normal
112.215.44.137,ID,normal
112.215.44.83,ID,anomaly
112.215.65.11,ID,normal
112.224.20.45,CN,anomaly
112.228.222.208,CN,normal
112.232.222.93,CN,normal
112.251.55.37,CN,normal
112.64.102.3,CN,normal
112.68.150.6,JP,anomaly
112.71.100.16,JP,normal
112.96.128.144,CN,anomaly
113.100.104.2,CN,normal
113.100.104.2,CN,normal
113.100.106.186,CN,normal
113.100.107.11,CN,anomaly
113.11.130.91,ID,anomaly
113.116.60.135,CN,anomaly
113.12.117.79,CN,normal
113.153.110.82,JP,anomaly
113.160.196.170,VN,normal
113.160.248.59,VN,normal
113.161.76.83,VN,anomaly
113.162.137.182,VN,anomaly
113.162.161.217,VN,normal
113.163.10.160,VN,normal
113.163.10.160,VN,anomaly
113.163.143.91,VN,normal
113.165.167.103,VN,anomaly
113.165.23.157,VN,normal
113.168.93.88,VN,anomaly
113.172.52.197,VN,normal
113.172.68.156,VN,anomaly
113.172.78.142,VN,normal
113.173.8.56,VN,anomaly
113.174.67.237,VN,anomaly
113.175.140.114,VN,normal
113.176.210.42,VN,normal
113.177.76.198,VN,anomaly
113.178.62.64,VN,anomaly
113.180.90.65,VN,anomaly
113.183.45.170,VN,normal
113.184.143.125,VN,normal
113.184.201.119,VN,normal
113.184.239.214,VN,anomaly
113.185.28.147,VN,anomaly
113.185.41.128,VN,normal
113.185.41.4,VN,normal
113.185.41.54,VN,anomaly
113.185.42.31,VN,normal
113.185.53.84,VN,anomaly
113.187.16.216,VN,anomaly
113.189.94.94,VN,anomaly
113.190.135.208,VN,normal
113.190.225.57,VN,anomaly
113.190.238.166,VN,normal
113.19.97.228,IN,normal
113.197.180.36,JP,anomaly
113.199.147.220,NP,anomaly
113.199.232.190,NP,anomaly
113.199.253.135,NP,anomaly
113.199.254.27,NP,normal
113.20.116.187,VN,anomaly
113.210.176.78,MY,anomaly
113.210.185.56,MY,normal
113.210.193.84,MY,anomaly
113.210.199.124,MY,anomaly
113.210.204.75,MY,anomaly
113.210.48.93,MY,anomaly
113.210.49.18,MY,normal
113.210.53.47,MY,anomaly
113.210.55.58,MY,normal
113.210.61.132,MY,anomaly
113.210.64.6,MY,anomaly
113.210.67.144,MY,anomaly
113.210.75.77,MY,normal
113.210.76.159,MY,anomaly
113.210.78.42,MY,anomaly
113.21.41.118,AU,normal
113.213.192.242,JP,normal
113.22.184.151,VN,anomaly
113.23.123.127,VN,normal
113.23.165.101,MY,normal
113.23.48.249,VN,anomaly
113.251.42.36,CN,normal
113.254.132.75,HK,anomaly
113.33.174.254,JP,normal
113.43.175.194,JP,normal
113.5.158.217,CN,anomaly
113.52.64.186,MO,anomaly
113.53.230.199,TH,anomaly
113.53.38.144,TH,anomaly
113.53.6.182,TH,anomaly
113.53.62.216,TH,normal
113.53.90.232,TH,normal
113.59.214.55,LK,normal
113.67.225.236,CN,normal
113.83.203.147,CN,normal
113.85.231.125,CN,normal
113.85.231.125,CN,anomaly
113.95.132.211,CN,anomaly
113.95.133.65,CN,normal
114.111.166.250,CN,anomaly
114.120.232.242,ID,anomaly
114.120.233.196,ID,normal
114.120.234.50,ID,normal
114.120.235.112,ID,anomaly
114.120.236.38,ID,normal
114.120.237.129,ID,anomaly
114.121.128.79,ID,normal
114.121.129.158,ID,anomaly
114.121.131.101,ID,anomaly
114.121.134.56,ID,anomaly
114.121.153.27,ID,anomaly
114.121.154.230,ID,anomaly
114.121.155.190,ID,anomaly
114.121.155.24,ID,normal
114.121.232.137,ID,anomaly
114.121.232.250,ID,anomaly
114.121.234.18,ID,normal
114.121.234.209,ID,anomaly
114.121.234.236,ID,anomaly
114.121.237.53,ID,anomaly
114.121.238.120,ID,anomaly
114.121.239.152,ID,normal
114.124.0.223,ID,anomaly
114.124.1.241,ID,normal
114.124.26.165,ID,normal
114.124.29.233,ID,anomaly
114.124.31.47,ID,normal
114.124.32.245,ID,anomaly
114.124.34.105,ID,anomaly
114.124.34.138,ID,normal
114.124.39.46,ID,normal
114.125.108.239,ID,anomaly
114.125.112.178,ID,normal
114.125.116.35,ID,anomaly
114.125.13.102,ID,normal
114.125.13.201,ID,normal
114.125.148.26,ID,normal
114.125.168.12,ID,normal
114.125.175.52,ID,normal
114.125.178.26,ID,normal
114.125.184.187,ID,anomaly
114.125.187.116,ID,normal
114.125.188.224,ID,anomaly
114.125.26.89,ID,normal
114.125.27.254,ID,anomaly
114.125.30.109,ID,normal
114.125.31.239,ID,anomaly
114.125.40.181,ID,anomaly
114.125.41.216,ID,normal
114.125.41.51,ID,normal
114.125.44.236,ID,anomaly
114.125.50.137,ID,normal
114.125.50.53,ID,normal
114.125.52.212,ID,normal
114.125.52.226,ID,anomaly
114.125.53.112,ID,anomaly
114.125.57.50,ID,normal
114.125.60.38,ID,anomaly
114.125.72.137,ID,normal
114.125.79.190,ID,normal
114.125.81.220,ID,normal
114.125.82.35,ID,normal
114.125.82.85,ID,normal
114.125.83.38,ID,normal
114.125.84.172,ID,anomaly
114.125.9.176,ID,normal
114.130.13.220,BD,normal
114.142.56.38,JP,normal
114.143.243.87,IN,normal
114.143.245.67,IN,normal
114.143.46.76,IN,normal
114.143.77.146,IN,normal
114.143.81.118,IN,normal
114.144.232.104,JP,anomaly
114.151.10.145,JP,normal
114.153.79.132,JP,anomaly
114.156.93.32,JP,anomaly
114.167.191.50,JP,anomaly
114.168.197.1,JP,normal
114.17.189.72,JP,normal
114.173.251.39,JP,normal
114.173.56.63,JP,normal
114.177.56.109,JP,anomaly
114.178.173.200,JP,anomaly
114.179.70.30,JP,normal
114.190.14.11,JP,anomaly
114.198.1.170,AU,normal
114.198.127.245,AU,normal
114.198.65.179,AU,anomaly
114.198.65.96,AU,anomaly
114.200.60.180,KR,anomaly
114.202.236.33,KR,anomaly
114.238.215.164,CN,normal
114.24.16.251,TW,anomaly
114.24.50.69,TW,anomaly
114.35.112.58,TW,anomaly
114.38.134.131,TW,anomaly
114.38.20.27,TW,normal
114.40.32.157,TW,normal
114.4.21.202,ID,anomaly
114.4.21.203,ID,normal
114.4.83.176,ID,anomaly
114.4.83.40,ID,normal
114.43.40.176,TW,anomaly
114.77.1.192,AU,normal
114.79.13.198,ID,normal
114.79.13.36,ID,normal
114.79.48.203,ID,anomaly
114.79.56.150,ID,anomaly
114.83.127.131,CN,normal
115.110.119.88,IN,anomaly
115.110.88.166,IN,normal
115.111.173.66,IN,normal
115.111.253.133,IN,anomaly
115.112.128.140,IN,normal
115.112.130.181,IN,normal
115.112.165.89,IN,normal
115.112.60.74,IN,normal
115.112.61.139,IN,normal
115.112.61.174,IN,normal
115.113.181.23,IN,normal
115.113.224.162,IN,anomaly
115.113.58.251,IN,normal
115.114.17.46,IN,anomaly
115.114.46.252,IN,anomaly
115.114.46.252,IN,normal
115.114.46.254,IN,normal
115.114.46.254,IN,normal
115.114.59.182,IN,anomaly
115.117.246.126,IN,anomaly
115.132.50.166,MY,normal
115.132.91.187,MY,anomaly
115.132.98.24,MY,anomaly
115.134.170.197,MY,normal
115.134.2.242,MY,normal
115.135.69.18,MY,normal
115.135.78.215,MY,anomaly
115.135.91.148,MY,anomaly
115.161.214.106,KR,anomaly
115.164.212.124,MY,normal
115.164.216.48,MY,normal
115.164.53.240,MY,normal
115.164.55.135,MY,normal
115.164.61.91,MY,normal
115.164.81.33,MY,normal
115.166.128.242,HK,anomaly
115.166.141.22,HK,normal
115.178.100.17,IN,anomaly
115.178.193.143,ID,anomaly
115.178.200.196,ID,anomaly
115.178.210.138,ID,normal
115.178.211.248,ID,anomaly
115.178.212.41,ID,anomaly
115.178.212.67,ID,normal
115.178.213.122,ID,normal
115.178.217.40,ID,normal
115.178.237.193,ID,normal
115.184.80.215,IN,normal
115.185.178.216,IN,anomaly
115.186.158.106,PK,anomaly
115.187.128.124,AU,anomaly
115.189.90.244,NZ,normal
115.202.125.55,CN,anomaly
115.214.233.73,CN,anomaly
115.225.93.151,CN,normal
115.23.81.55,KR,anomaly
115.242.114.184,IN,normal
115.244.205.117,IN,anomaly
115.245.216.63,IN,normal
115.245.84.196,IN,normal
115.248.35.13,IN,normal
115.248.35.13,IN,normal
115.248.35.13,IN,normal
115.249.110.252,IN,anomaly
115.249.229.189,IN,anomaly
115.249.243.194,IN,normal
115.249.36.157,IN,anomaly
115.249.46.13,IN,normal
115.249.46.13,IN,anomaly
115.250.119.210,IN,normal
115.250.122.43,IN,anomaly
115.250.155.41,IN,normal
115.250.175.5,IN,normal
115.254.72.90,IN,normal
115.29.161.167,CN,anomaly
115.31.8.207,JP,normal
115.37.250.104,JP,anomaly
115.60.19.231,CN,normal
115.64.240.133,AU,normal
115.64.66.137,AU,normal
115.66.189.3,SG,anomaly
115.66.208.182,SG,anomaly
115.66.225.68,SG,anomaly
115.69.241.22,IN,normal
115.69.247.83,IN,normal
115.70.205.101,AU,normal
115.70.212.205,AU,normal
115.73.138.65,VN,anomaly
115.73.20.128,VN,normal
115.75.3.6,VN,normal
115.75.3.6,VN,normal
115.75.7.196,VN,normal
115.77.51.203,VN,anomaly
115.78.124.249,VN,anomaly
115.78.124.249,VN,normal
115.78.124.249,VN,normal
115.78.124.249,VN,normal
115.78.234.132,VN,normal
115.78.234.132,VN,anomaly
115.78.234.132,VN,anomaly
115.78.234.132,VN,normal
115.79.209.94,VN,anomaly
115.79.43.108,VN,anomaly
115.84.239.25,PH,normal
115.85.25.2,PH,anomaly
115.87.104.79,TH,normal
115.87.57.115,TH,normal
115.87.78.101,TH,anomaly
115.87.78.177,TH,normal
115.95.50.86,KR,normal
115.97.245.150,IN,normal
116.101.104.36,VN,normal
116.101.69.153,VN,normal
116.102.126.21,VN,normal
116.102.193.4,VN,normal
116.102.198.241,VN,normal
116.102.224.2,VN,normal
116.102.239.48,VN,anomaly
116.103.193.232,VN,normal
116.104.53.102,VN,anomaly
116.105.82.171,VN,anomaly
116.106.16.206,VN,anomaly
116.106.254.14,VN,anomaly
116.106.30.126,VN,normal
116.106.5.106,VN,normal
116.108.155.237,VN,normal
116.108.155.237,VN,anomaly
116.108.227.244,VN,normal
116.108.227.244,VN,normal
116.108.248.223,VN,normal
116.108.248.223,VN,normal
116.108.59.196,VN,anomaly
116.110.52.161,VN,normal
116.111.215.21,VN,normal
116.14.125.180,SG,normal
116.14.211.101,SG,normal
116.14.244.39,SG,normal
116.14.55.230,SG,normal
116.15.221.115,SG,anomaly
116.15.53.197,SG,anomaly
116.19.188.139,CN,anomaly
116.19.189.213,CN,anomaly
116.193.129.56,IN,normal
116.202.237.68,IN,normal
116.202.252.10,IN,anomaly
116.202.36.121,IN,anomaly
116.202.36.81,IN,normal
116.202.74.198,IN,normal
116.203.221.146,IN,normal
116.212.237.86,AU,anomaly
116.234.196.181,CN,normal
116.36.72.133,KR,normal
116.49.164.126,HK,anomaly
116.49.204.22,HK,normal
116.50.26.135,ID,normal
116.58.201.87,BD,normal
116.58.202.127,BD,normal
116.58.202.131,BD,anomaly
116.58.202.92,BD,anomaly
116.58.203.64,BD,normal
116.66.236.218,HK,anomaly
116.68.121.149,IN,normal
116.68.78.14,IN,normal
116.72.103.230,IN,anomaly
116.72.11.106,IN,normal
116.72.114.77,IN,normal
116.72.224.62,IN,normal
116.72.41.93,IN,normal
116.73.168.164,IN,anomaly
116.73.211.176,IN,anomaly
116.74.96.150,IN,normal
116.75.118.15,IN,normal
116.75.13.94,IN,normal
116.75.21.95,IN,anomaly
116.75.24.40,IN,anomaly
116.86.57.90,SG,normal
116.87.110.3,SG,anomaly
116.87.180.36,SG,normal
116.87.27.166,SG,anomaly
116.87.98.26,SG,anomaly
116.89.224.161,NZ,normal
116.89.56.50,SG,normal
116.94.15.150,JP,anomaly
116.97.45.243,VN,normal
116.98.144.48,VN,anomaly
116.99.146.176,VN,anomaly
116.99.151.58,VN,anomaly
116.99.155.214,VN,normal
117.0.130.70,VN,anomaly
117.0.39.109,VN,normal
117.103.94.92,MH,anomaly
117.111.5.110,KR,anomaly
117.120.16.139,AU,anomaly
117.135.250.133,CN,normal
117.136.46.209,CN,normal
117.136.89.171,CN,anomaly
117.176.255.149,CN,anomaly
117.192.102.1,IN,normal
117.192.201.207,IN,anomaly
117.193.109.111,IN,anomaly
117.193.6.149,IN,normal
117.193.82.76,IN,normal
117.193.82.76,IN,normal
117.194.13.185,IN,normal
117.194.134.81,IN,anomaly
117.194.209.47,IN,normal
117.194.49.142,IN,normal
117.195.157.229,IN,normal
117.195.176.249,IN,anomaly
117.195.218.237,IN,anomaly
117.195.38.136,IN,normal
117.195.45.63,IN,anomaly
117.196.246.90,IN,anomaly
117.197.171.38,IN,normal
117.197.187.51,IN,anomaly
117.197.221.27,IN,anomaly
117.197.228.110,IN,anomaly
117.198.130.90,IN,normal
117.198.132.239,IN,normal
117.198.153.190,IN,normal
117.198.160.135,IN,anomaly
117.198.231.115,IN,anomaly
117.198.88.104,IN,anomaly
117.199.126.59,IN,normal
117.199.135.135,IN,anomaly
117.199.145.184,IN,normal
117.199.167.55,IN,normal
117.199.20.213,IN,anomaly
117.199.59.42,IN,anomaly
117.200.193.102,IN,normal
117.200.24.16,IN,normal
117.20.117.41,KH,anomaly
117.2.0.147,VN,anomaly
117.2.135.110,VN,anomaly
117.201.74.50,IN,normal
117.202.162.163,IN,anomaly
117.202.83.223,IN,anomaly
117.202.87.55,IN,anomaly
117.203.178.236,IN,anomaly
117.203.215.209,IN,normal
117.203.220.25,IN,anomaly
117.203.4.177,IN,anomaly
117.203.8.41,IN,normal
117.204.118.147,IN,anomaly
117.204.185.61,IN,anomaly
117.204.191.202,IN,normal
117.204.64.154,IN,anomaly
117.205.106.166,IN,anomaly
117.205.255.94,IN,normal
117.205.44.203,IN,normal
117.205.56.187,IN,normal
117.205.99.62,IN,normal
117.206.103.44,IN,anomaly
117.206.108.208,IN,normal
117.207.179.69,IN,normal
117.207.55.107,IN,normal
117.208.209.83,IN,normal
117.209.189.134,IN,normal
117.211.149.16,IN,normal
117.212.0.2,IN,anomaly
117.212.150.164,IN,normal
117.212.194.69,IN,anomaly
117.214.129.80,IN,normal
117.214.229.174,IN,normal
117.214.31.105,IN,anomaly
117.214.64.220,IN,anomaly
117.216.243.35,IN,normal
117.217.134.25,IN,normal
117.217.186.140,IN,normal
117.218.7.146,IN,normal
117.219.91.125,IN,anomaly
117.220.13.201,IN,anomaly
117.220.210.117,IN,normal
117.220.78.49,IN,anomaly
117.221.117.21,IN,normal
117.221.117.77,IN,normal
117.221.135.85,IN,normal
117.221.2.154,IN,normal
117.221.63.53,IN,normal
117.228.111.199,IN,normal
117.228.186.166,IN,anomaly
117.228.49.114,IN,normal
117.228.70.123,IN,anomaly
117.229.96.223,IN,normal
117.230.53.219,IN,normal
117.231.205.226,IN,anomaly
117.233.168.56,IN,normal
117.233.30.151,IN,anomaly
117.234.173.72,IN,normal
117.235.161.241,IN,normal
117.235.33.42,IN,normal
117.236.106.168,IN,normal
117.237.127.114,IN,anomaly
117.237.236.152,IN,normal
117.238.65.217,IN,anomaly
117.239.205.194,IN,anomaly
117.239.72.234,IN,normal
117.239.90.30,IN,anomaly
117.240.126.238,IN,anomaly
117.240.79.138,IN,normal
117.241.125.172,IN,normal
117.241.253.78,IN,normal
117.242.18.147,IN,anomaly
117.242.44.96,IN,normal
117.244.50.224,IN,normal
117.244.92.227,IN,anomaly
117.245.34.87,IN,normal
117.247.189.18,IN,normal
117.247.84.153,IN,normal
117.247.84.153,IN,anomaly
117.248.24.60,IN,normal
117.248.63.3,IN,normal
117.248.90.30,IN,normal
117.250.5.226,IN,normal
117.252.147.147,IN,normal
117.252.188.255,IN,anomaly
117.253.13.252,IN,anomaly
117.253.96.166,IN,normal
117.254.221.234,IN,anomaly
117.3.71.89,VN,anomaly
117.37.202.11,CN,normal
117.41.232.89,CN,normal
117.5.99.218,VN,normal
117.53.155.36,MY,anomaly
117.56.12.50,TW,anomaly
117.7.204.1,VN,normal
117.7.204.1,VN,normal
118.100.215.57,MY,normal
118.100.3.110,MY,anomaly
118.10.59.27,JP,anomaly
118.101.116.250,MY,normal
118.101.194.144,MY,normal
118.101.202.88,MY,anomaly
118.101.57.171,MY,normal
118.102.135.154,IN,normal
118.102.240.68,IN,anomaly
118.105.5.141,JP,anomaly
118.107.130.67,PK,anomaly
118.112.183.239,CN,anomaly
118.13.151.85,JP,anomaly
118.136.244.44,ID,normal
118.136.84.159,ID,anomaly
118.137.140.231,ID,normal
118.137.177.15,ID,anomaly
118.137.177.15,ID,normal
118.137.177.15,ID,normal
118.137.180.130,ID,normal
118.137.199.182,ID,anomaly
118.137.27.32,ID,normal
118.137.67.228,ID,anomaly
118.140.163.130,HK,normal
118.14.251.53,JP,anomaly
118.143.29.29,HK,anomaly
118.143.57.132,HK,normal
118.148.253.180,NZ,anomaly
118.150.74.175,TW,normal
118.152.23.249,JP,normal
118.152.78.168,JP,normal
118.155.126.169,JP,anomaly
118.163.180.108,TW,anomaly
118.163.207.42,TW,anomaly
118.163.55.136,TW,anomaly
118.171.148.161,TW,anomaly
118.171.39.209,TW,anomaly
118.172.182.10,TH,normal
118.172.230.236,TH,normal
118.173.108.226,TH,anomaly
118.173.114.56,TH,anomaly
118.173.243.184,TH,normal
118.174.173.255,TH,anomaly
118.174.86.157,TH,normal
118.179.151.13,BD,normal
118.185.24.210,CN,normal
118.189.138.58,CN,anomaly
118.189.194.41,CN,normal
118.189.55.210,CN,anomaly
118.193.220.202,CN,anomaly
118.200.135.204,CN,normal
118.200.147.178,CN,normal
118.200.187.200,CN,normal
118.200.211.67,CN,anomaly
118.200.239.195,CN,anomaly
118.200.239.195,CN,normal
118.200.26.140,CN,normal
118.200.33.190,CN,normal
118.200.73.248,CN,anomaly
118.209.209.172,AU,anomaly
118.209.33.9,AU,anomaly
118.211.104.91,AU,normal
118.211.115.176,AU,normal
118.238.211.2,JP,anomaly
118.238.251.159,JP,anomaly
118.238.7.18,JP,anomaly
118.240.145.3,JP,anomaly
118.240.145.3,JP,normal
118.240.18.112,JP,anomaly
118.240.38.39,JP,normal
118.240.80.144,JP,anomaly
118.33.32.81,KR,anomaly
118.50.41.10,KR,normal
118.69.130.62,VN,normal
118.69.224.188,VN,anomaly
118.69.36.58,VN,anomaly
118.70.177.191,VN,anomaly
118.70.184.135,VN,normal
118.70.213.172,VN,anomaly
118.71.114.22,VN,anomaly
118.71.126.195,VN,anomaly
118.9.199.17,JP,anomaly
118.9.2.62,JP,anomaly
118.92.188.95,NZ,anomaly
118.92.30.83,NZ,normal
118.92.5.88,NZ,anomaly
118.93.1.248,NZ,anomaly
118.93.166.152,NZ,normal
118.93.234.16,NZ,normal
118.93.37.208,NZ,anomaly
118.93.47.222,NZ,normal
118.96.200.99,ID,anomaly
118.97.151.34,ID,anomaly
118.97.186.103,ID,normal
118.97.216.194,ID,normal
119.104.45.117,JP,anomaly
119.11.142.34,ID,normal
119.130.187.65,CN,normal
119.142.50.219,CN,normal
119.142.60.117,CN,normal
119.142.80.103,CN,anomaly
119.142.81.190,CN,normal
119.142.82.19,CN,normal
