IP,Country,class
80.64.83.130,UA,normal
80.65.226.191,FR,anomaly
80.69.55.228,AZ,normal
80.71.135.14,DK,anomaly
80.71.141.114,DK,normal
80.71.142.31,DK,normal
80.72.9.5,SE,normal
80.73.4.102,UA,anomaly
80.75.151.27,FR,anomaly
80.76.106.6,RU,anomaly
80.76.166.113,QA,normal
80.77.139.110,FO,anomaly
80.77.172.62,RU,anomaly
80.80.171.10,AL,normal
80.80.171.10,AL,anomaly
80.80.171.10,AL,anomaly
80.81.232.133,SK,normal
80.82.65.95,NL,anomaly
80.83.236.14,RU,anomaly
80.84.1.28,DE,normal
80.93.126.18,UA,normal
80.95.29.212,BG,anomaly
80.95.29.212,BG,normal
80.95.29.212,BG,anomaly
81.100.20.201,GB,anomaly
81.101.101.12,GB,anomaly
81.101.105.78,GB,anomaly
81.101.184.158,GB,normal
81.101.72.69,GB,anomaly
81.104.112.124,GB,normal
81.104.227.29,GB,normal
81.105.140.153,GB,anomaly
81.105.74.197,GB,normal
81.106.100.209,GB,normal
81.107.115.89,GB,normal
81.107.9.90,GB,normal
81.108.161.22,GB,anomaly
81.109.199.31,GB,anomaly
81.109.58.118,GB,anomaly
81.109.58.118,GB,normal
81.110.120.30,GB,normal
81.110.243.84,GB,anomaly
81.11.199.78,BE,normal
81.111.130.101,GB,normal
81.12.86.49,IR,normal
81.128.155.250,GB,normal
81.128.167.194,GB,anomaly
81.129.179.187,GB,anomaly
81.129.75.22,GB,anomaly
81.130.145.181,GB,anomaly
81.130.70.67,GB,normal
81.130.70.67,GB,anomaly
81.130.70.67,GB,normal
81.132.183.183,GB,normal
81.132.198.17,GB,normal
81.134.14.226,GB,normal
81.134.193.132,GB,normal
81.135.32.22,GB,anomaly
81.135.62.254,GB,normal
81.136.18.243,GB,anomaly
81.136.215.98,GB,anomaly
81.136.98.29,GB,anomaly
81.137.55.161,GB,normal
81.139.34.218,GB,anomaly
81.140.68.248,GB,anomaly
81.14.204.58,DE,anomaly
81.141.122.22,GB,anomaly
81.141.174.124,GB,normal
81.141.187.251,GB,anomaly
81.141.7.119,GB,anomaly
81.144.243.227,GB,anomaly
81.145.230.230,GB,anomaly
81.146.26.156,GB,normal
81.147.72.246,GB,normal
81.148.228.56,GB,normal
81.149.152.73,GB,anomaly
81.149.168.143,GB,anomaly
81.149.173.60,GB,anomaly
81.149.173.85,GB,normal
81.149.208.179,GB,anomaly
81.149.26.71,GB,anomaly
81.151.147.204,GB,anomaly
81.152.130.113,GB,anomaly
81.152.56.147,GB,normal
81.152.81.100,GB,anomaly
81.154.9.249,GB,anomaly
81.155.84.231,GB,normal
81.156.60.5,GB,normal
81.157.115.218,GB,anomaly
81.158.207.122,GB,anomaly
81.158.27.8,GB,normal
81.158.75.205,GB,anomaly
81.159.105.210,GB,normal
81.163.114.69,RO,normal
81.163.126.99,RO,anomaly
81.164.70.41,BE,normal
81.170.148.168,SE,anomaly
81.17.137.155,UA,normal
81.171.81.74,NL,anomaly
81.171.85.55,NL,normal
81.173.234.133,DE,normal
81.174.234.105,GB,normal
81.177.58.127,RU,anomaly
81.178.160.22,GB,anomaly
81.182.188.133,HU,anomaly
81.184.128.111,ES,normal
81.184.216.151,ES,normal
81.187.169.130,GB,anomaly
81.187.90.131,GB,anomaly
81.190.158.68,PL,anomaly
81.19.181.19,GB,anomaly
81.191.179.118,NO,normal
81.196.221.178,RO,anomaly
81.196.221.178,RO,normal
81.198.177.154,LV,anomaly
81.198.209.216,LV,normal
81.209.48.11,FI,anomaly
81.215.129.113,TR,normal
81.218.122.82,IL,normal
81.224.249.211,SE,normal
81.226.188.194,SE,normal
81.230.196.164,SE,normal
81.23.24.132,UA,anomaly
81.23.24.134,UA,normal
81.23.24.138,UA,anomaly
81.234.141.145,SE,anomaly
81.237.197.178,SE,normal
81.240.116.195,BE,anomaly
81.240.218.175,BE,normal
81.24.117.142,RU,normal
81.241.174.72,BE,normal
81.244.173.171,BE,anomaly
81.244.42.113,BE,normal
81.244.88.178,BE,normal
81.245.243.95,BE,anomaly
81.248.7.148,FR,normal
81.249.96.63,FR,anomaly
81.25.53.52,RU,normal
81.254.26.234,FR,normal
81.30.180.131,RU,normal
81.30.8.167,IT,normal
81.31.250.22,IR,anomaly
81.34.173.153,ES,normal
81.34.79.178,ES,anomaly
81.36.254.186,ES,normal
81.40.43.99,ES,normal
81.4.127.178,NL,normal
81.4.127.178,NL,normal
81.4.127.178,NL,anomaly
81.4.127.178,NL,normal
81.4.151.82,CY,anomaly
81.48.152.113,FR,anomaly
81.5.242.200,AT,normal
81.51.226.72,FR,normal
81.51.65.234,FR,anomaly
81.57.50.187,FR,anomaly
81.64.12.238,FR,anomaly
81.65.15.253,FR,normal
81.7.17.52,DE,normal
81.82.232.161,BE,anomaly
81.83.12.224,BE,anomaly
81.83.156.122,BE,normal
81.95.178.254,UA,normal
81.95.185.51,UA,normal
81.96.67.38,GB,anomaly
81.97.45.212,GB,anomaly
81.97.76.68,GB,anomaly
81.99.242.233,GB,normal
82.0.8.11,GB,anomaly
82.1.120.64,GB,anomaly
82.1.124.186,GB,normal
82.102.14.132,PT,anomaly
82.102.14.132,PT,anomaly
82.109.66.145,GB,anomaly
82.109.66.148,GB,normal
82.112.130.99,JE,normal
82.112.140.146,JE,anomaly
82.112.156.136,JE,normal
82.112.194.227,IT,anomaly
82.113.121.74,DE,anomaly
82.113.99.154,DE,normal
82.113.99.17,DE,normal
82.114.168.158,YE,anomaly
82.117.179.38,RU,normal
82.117.226.73,UA,normal
82.117.251.39,UA,normal
82.120.204.17,FR,anomaly
82.12.157.241,GB,normal
82.125.231.144,FR,normal
82.127.2.216,FR,normal
82.13.157.64,GB,anomaly
82.13.216.82,GB,normal
82.131.81.238,EE,normal
82.131.88.208,EE,normal
82.132.184.172,GB,normal
82.132.186.63,GB,normal
82.132.187.250,GB,anomaly
82.132.212.97,GB,normal
82.132.215.149,GB,anomaly
82.132.215.22,GB,normal
82.132.217.12,GB,anomaly
82.132.219.98,GB,normal
82.132.220.232,GB,anomaly
82.132.220.56,GB,normal
82.132.221.183,GB,anomaly
82.132.223.115,GB,anomaly
82.132.224.140,GB,normal
82.132.224.60,GB,anomaly
82.132.228.126,GB,normal
82.132.228.21,GB,anomaly
82.132.230.10,GB,anomaly
82.132.230.201,GB,anomaly
82.132.230.62,GB,normal
82.132.232.213,GB,anomaly
82.132.232.43,GB,normal
82.132.235.180,GB,normal
82.132.235.226,GB,anomaly
82.132.235.242,GB,normal
82.132.238.32,GB,anomaly
82.132.238.98,GB,normal
82.132.239.98,GB,normal
82.132.243.164,GB,normal
82.132.243.23,GB,anomaly
82.132.245.82,GB,anomaly
82.132.246.155,GB,anomaly
82.132.246.224,GB,normal
82.135.206.194,LT,normal
82.135.237.76,LT,normal
82.135.244.141,LT,normal
82.140.178.44,LT,normal
82.140.211.11,RU,anomaly
82.14.114.205,GB,normal
82.14.136.159,GB,anomaly
82.144.203.31,UA,anomaly
82.145.208.36,IS,anomaly
82.145.208.40,IS,anomaly
82.145.208.50,IS,normal
82.145.208.81,IS,normal
82.145.209.143,IS,normal
82.145.209.39,IS,normal
82.145.210.235,IS,normal
82.145.210.242,IS,anomaly
82.145.210.249,IS,normal
82.145.211.182,IS,normal
82.145.211.183,IS,normal
82.145.211.195,IS,anomaly
82.145.211.206,IS,anomaly
82.145.211.218,IS,normal
82.145.216.191,IS,normal
82.145.218.150,IS,normal
82.145.219.114,IS,normal
82.145.219.121,IS,anomaly
82.145.219.131,IS,anomaly
82.145.219.139,IS,anomaly
82.145.219.152,IS,normal
82.145.219.164,IS,normal
82.145.219.176,IS,normal
82.145.219.178,IS,normal
82.145.219.178,IS,normal
82.145.219.184,IS,anomaly
82.145.219.186,IS,anomaly
82.145.219.71,IS,normal
82.145.219.74,IS,normal
82.145.219.80,IS,normal
82.145.220.101,IS,normal
82.145.220.138,IS,anomaly
82.145.220.145,IS,normal
82.145.220.156,IS,anomaly
82.145.220.158,IS,normal
82.145.220.165,IS,anomaly
82.145.220.173,IS,normal
82.145.220.210,IS,anomaly
82.145.220.211,IS,normal
82.145.220.211,IS,normal
82.145.220.230,IS,anomaly
82.145.220.241,IS,anomaly
82.145.220.253,IS,normal
82.145.220.26,IS,anomaly
82.145.220.30,IS,anomaly
82.145.220.40,IS,normal
82.145.220.81,IS,normal
82.145.220.91,IS,normal
82.145.220.97,IS,normal
82.145.220.99,IS,normal
82.145.221.112,IS,normal
82.145.221.12,IS,normal
82.145.221.131,IS,anomaly
82.145.221.136,IS,anomaly
82.145.221.14,IS,normal
82.145.221.168,IS,normal
82.145.221.18,IS,anomaly
82.145.221.201,IS,normal
82.145.221.212,IS,anomaly
82.145.221.214,IS,anomaly
82.145.221.233,IS,normal
82.145.221.233,IS,anomaly
82.145.221.240,IS,normal
82.145.221.251,IS,normal
82.145.221.34,IS,anomaly
82.145.221.35,IS,normal
82.145.221.63,IS,normal
82.145.221.78,IS,normal
82.145.221.84,IS,normal
82.145.221.8,IS,normal
82.145.221.91,IS,anomaly
82.145.221.97,IS,anomaly
82.145.221.99,IS,normal
82.145.222.107,IS,normal
82.145.222.129,IS,normal
82.145.222.132,IS,anomaly
82.145.222.177,IS,normal
82.145.222.193,IS,normal
82.145.222.198,IS,normal
82.145.222.232,IS,normal
82.145.222.240,IS,anomaly
82.145.222.252,IS,anomaly
82.145.222.25,IS,normal
82.145.222.30,IS,normal
82.145.222.45,IS,anomaly
82.145.222.48,IS,anomaly
82.145.222.5,IS,anomaly
82.145.222.96,IS,normal
82.145.223.0,IS,normal
82.145.223.101,IS,normal
82.145.223.103,IS,normal
82.145.223.106,IS,anomaly
82.145.223.109,IS,normal
82.145.223.110,IS,normal
82.145.223.112,IS,anomaly
82.145.223.116,IS,anomaly
82.145.223.13,IS,normal
82.145.223.141,GB,normal
82.145.223.142,GB,normal
82.145.223.145,GB,anomaly
82.145.223.145,GB,normal
82.145.223.152,GB,normal
82.145.223.25,IS,anomaly
82.145.223.41,IS,anomaly
82.145.223.49,IS,anomaly
82.145.223.51,IS,normal
82.145.223.58,IS,anomaly
82.145.223.67,IS,normal
82.145.223.84,IS,normal
82.145.223.85,IS,normal
82.151.220.70,RU,anomaly
82.157.135.20,NL,normal
82.158.121.60,ES,anomaly
82.158.121.60,ES,normal
82.158.121.60,ES,anomaly
82.158.121.60,ES,anomaly
82.158.121.60,ES,anomaly
82.158.121.60,ES,normal
82.158.121.60,ES,normal
82.158.121.60,ES,anomaly
82.158.121.60,ES,anomaly
82.158.121.60,ES,normal
82.158.121.60,ES,anomaly
82.158.184.85,ES,anomaly
82.161.113.234,NL,normal
82.161.176.208,NL,anomaly
82.165.138.186,DE,anomaly
82.165.138.186,DE,normal
82.165.138.186,DE,normal
82.165.138.186,DE,normal
82.165.138.186,DE,normal
82.165.138.186,DE,normal
82.165.138.186,DE,anomaly
82.165.138.186,DE,normal
82.165.138.186,DE,anomaly
82.165.138.186,DE,normal
82.165.138.186,DE,normal
82.166.88.201,IL,anomaly
82.168.2.70,NL,anomaly
82.178.140.31,OM,normal
82.178.35.55,OM,anomaly
82.18.192.169,GB,normal
82.18.208.27,GB,anomaly
82.19.144.140,GB,normal
82.193.122.21,UA,anomaly
82.193.155.230,RU,anomaly
82.193.96.5,UA,normal
82.193.98.72,UA,anomaly
82.193.99.134,UA,anomaly
82.193.99.135,UA,anomaly
82.194.10.7,AZ,anomaly
82.198.110.149,ES,anomaly
82.199.223.85,BG,anomaly
82.199.37.85,ES,normal
82.20.167.83,GB,anomaly
82.2.197.43,GB,anomaly
82.202.114.253,CZ,anomaly
82.205.24.253,PS,anomaly
82.205.50.228,PS,normal
82.207.113.108,UA,normal
82.207.19.167,UA,anomaly
82.207.20.180,UA,normal
82.207.52.250,UA,normal
82.207.87.169,UA,normal
82.208.199.6,RS,normal
82.209.194.44,BY,normal
82.211.130.167,GE,anomaly
82.211.19.50,DE,normal
82.213.215.9,ES,normal
82.216.110.46,FR,anomaly
82.216.113.91,FR,anomaly
82.224.112.87,FR,anomaly
82.225.125.4,FR,anomaly
82.226.232.145,FR,anomaly
82.228.181.31,FR,anomaly
82.230.22.23,FR,anomaly
82.23.195.253,GB,anomaly
82.23.70.205,GB,anomaly
82.232.242.122,FR,anomaly
82.232.26.203,FR,anomaly
82.232.82.23,FR,anomaly
82.233.21.155,FR,anomaly
82.235.168.226,FR,normal
82.236.122.117,FR,anomaly
82.236.194.158,FR,anomaly
82.237.92.147,FR,normal
82.238.248.240,FR,normal
82.239.143.6,FR,normal
82.240.100.249,FR,normal
82.240.239.87,FR,normal
82.240.245.121,FR,normal
82.24.19.160,GB,anomaly
82.24.84.232,GB,normal
82.242.11.124,FR,normal
82.243.92.32,FR,anomaly
82.247.48.203,FR,anomaly
82.249.140.56,FR,anomaly
82.250.149.254,FR,anomaly
82.250.72.138,FR,anomaly
82.26.199.124,GB,anomaly
82.26.224.95,GB,normal
82.26.234.251,GB,normal
82.26.50.38,GB,anomaly
82.27.115.91,GB,normal
82.27.115.91,GB,anomaly
82.27.200.49,GB,anomaly
82.28.6.201,GB,normal
82.29.12.5,GB,normal
82.29.26.241,GB,anomaly
82.3.15.87,GB,anomaly
82.3.89.119,GB,normal
82.31.230.103,GB,normal
82.31.81.39,GB,anomaly
82.32.200.46,GB,normal
82.32.27.135,GB,normal
82.32.3.204,GB,anomaly
82.32.63.227,GB,normal
82.34.146.12,GB,anomaly
82.34.2.95,GB,normal
82.34.78.35,GB,anomaly
82.36.209.138,GB,anomaly
82.36.211.180,GB,normal
82.37.45.224,GB,anomaly
82.38.182.34,GB,normal
82.38.192.121,GB,anomaly
82.38.215.116,GB,anomaly
82.38.249.65,GB,anomaly
82.39.135.123,GB,anomaly
82.39.42.120,GB,anomaly
82.40.80.135,GB,normal
82.41.124.75,GB,normal
82.41.14.47,GB,anomaly
82.42.69.245,GB,anomaly
82.42.98.88,GB,normal
82.43.220.190,GB,anomaly
82.44.35.234,GB,normal
82.45.249.227,GB,anomaly
82.5.14.224,GB,normal
82.56.123.54,IT,normal
82.58.76.9,IT,anomaly
82.6.16.215,GB,anomaly
82.6.28.151,GB,anomaly
82.6.90.254,GB,anomaly
82.68.150.134,GB,normal
82.68.9.22,GB,anomaly
82.69.19.102,GB,anomaly
82.69.41.226,GB,anomaly
82.7.30.224,GB,normal
82.73.249.9,NL,normal
82.73.41.148,NL,normal
82.75.108.80,NL,anomaly
82.76.191.235,RO,anomaly
82.78.223.147,RO,normal
82.80.190.111,IL,normal
82.80.196.44,IL,anomaly
82.80.21.100,IL,normal
82.80.216.12,IL,normal
82.8.213.238,GB,anomaly
82.84.148.191,IT,anomaly
82.9.244.185,GB,normal
82.99.221.82,IR,normal
83.10.209.44,PL,anomaly
83.101.42.170,BE,normal
83.110.110.174,AE,normal
83.110.15.102,AE,anomaly
83.110.192.171,AE,normal
83.110.195.135,AE,anomaly
83.110.195.81,AE,anomaly
83.110.197.240,AE,anomaly
83.110.197.240,AE,normal
83.110.203.220,AE,anomaly
83.112.13.55,FR,normal
83.128.113.194,NL,normal
83.128.180.47,NL,normal
83.131.72.138,HR,normal
83.134.13.159,BE,anomaly
83.136.3.36,GB,anomaly
83.137.1.222,GB,anomaly
83.139.146.129,RU,anomaly
83.143.242.93,EU,anomaly
83.145.69.50,FR,normal
83.147.220.197,IR,normal
83.149.21.111,RU,anomaly
83.149.21.18,RU,normal
83.149.21.202,RU,anomaly
83.149.21.41,RU,normal
83.150.21.190,CH,anomaly
83.151.234.87,GB,anomaly
83.152.2.51,FR,normal
83.156.210.113,FR,anomaly
83.160.124.135,NL,anomaly
83.160.50.117,NL,normal
83.163.211.9,NL,anomaly
83.166.172.226,GB,anomaly
83.167.62.130,FR,anomaly
83.168.46.221,CY,anomaly
83.170.196.146,UA,normal
83.175.75.71,AT,normal
83.178.0.152,SE,anomaly
83.180.123.128,RU,normal
83.185.88.245,SE,anomaly
83.193.39.125,FR,normal
83.197.50.135,FR,anomaly
83.198.13.161,FR,normal
83.200.102.73,FR,anomaly
83.200.204.123,FR,normal
83.20.128.164,PL,normal
83.204.6.61,FR,normal
83.212.115.197,GR,anomaly
83.213.37.54,ES,normal
83.217.10.107,RU,anomaly
83.217.10.192,RU,anomaly
83.218.151.18,GB,anomaly
83.220.236.165,RU,normal
83.220.236.68,RU,anomaly
83.220.237.28,RU,anomaly
83.220.237.34,RU,normal
83.220.238.198,RU,normal
83.220.238.21,RU,anomaly
83.220.238.46,RU,anomaly
83.220.238.84,RU,anomaly
83.220.239.204,RU,normal
83.220.239.40,RU,anomaly
83.221.191.33,UZ,normal
83.228.142.239,CH,anomaly
83.237.116.101,RU,normal
83.238.63.22,PL,normal
83.240.189.98,PT,anomaly
83.240.56.203,CZ,normal
83.244.172.210,GB,anomaly
83.244.204.135,GB,anomaly
83.245.236.34,FI,normal
83.245.239.255,FI,normal
83.249.16.95,SE,anomaly
83.250.165.234,SE,anomaly
83.251.63.157,SE,normal
83.254.244.169,SE,normal
83.255.167.104,SE,anomaly
83.255.214.66,SE,normal
83.26.251.174,PL,normal
83.28.107.245,PL,normal
83.28.146.54,PL,normal
83.36.120.223,ES,normal
83.36.183.149,ES,anomaly
83.41.142.241,ES,normal
83.41.31.38,ES,anomaly
83.44.206.66,ES,anomaly
83.45.172.240,ES,anomaly
83.52.225.109,ES,anomaly
83.54.210.167,ES,normal
83.57.36.172,ES,anomaly
83.65.45.93,AT,normal
83.68.35.85,RU,anomaly
83.70.62.187,IE,anomaly
83.77.36.239,CH,normal
83.78.6.182,CH,normal
83.82.208.177,NL,normal
83.82.33.25,NL,normal
83.84.59.130,NL,normal
83.85.82.84,NL,normal
83.86.23.192,NL,normal
83.89.62.127,DK,normal
83.99.241.5,LV,anomaly
84.10.173.166,PL,anomaly
84.10.60.174,PL,normal
84.1.116.2,HU,normal
84.101.179.77,FR,anomaly
84.105.137.89,NL,anomaly
84.106.102.160,NL,normal
84.106.102.160,NL,normal
84.106.135.139,NL,anomaly
84.107.146.147,NL,anomaly
84.109.86.171,IL,anomaly
84.111.211.104,IL,normal
84.111.65.77,IL,anomaly
84.112.162.93,AT,normal
84.114.86.248,AT,normal
84.115.17.213,AT,anomaly
84.117.72.145,AT,anomaly
84.117.72.145,AT,anomaly
84.118.137.251,AT,anomaly
84.120.134.131,ES,normal
84.120.3.142,ES,normal
84.121.254.111,ES,normal
84.122.83.138,ES,normal
84.123.72.213,ES,anomaly
84.123.9.109,ES,normal
84.125.196.80,ES,anomaly
84.125.228.111,ES,anomaly
84.126.115.30,ES,anomaly
84.126.178.92,ES,normal
84.128.247.170,DE,anomaly
84.130.26.73,DE,normal
84.143.104.44,DE,normal
84.15.170.35,LT,normal
84.15.181.84,LT,anomaly
84.152.79.37,DE,normal
84.154.143.101,DE,normal
84.155.89.221,DE,anomaly
84.158.147.129,DE,normal
84.158.149.242,DE,normal
84.160.236.221,DE,anomaly
84.160.28.53,DE,normal
84.169.152.1,DE,anomaly
84.169.154.112,DE,anomaly
84.17.27.245,RU,normal
84.177.102.74,DE,normal
84.18.121.64,RU,normal
84.182.18.163,DE,anomaly
84.182.60.1,DE,anomaly
84.182.74.74,DE,normal
84.186.62.27,DE,normal
84.189.202.165,DE,normal
84.193.9.228,BE,anomaly
84.195.133.151,BE,anomaly
84.195.170.80,BE,normal
84.200.14.65,DE,normal
84.200.172.114,DE,normal
84.201.244.125,RU,anomaly
84.203.43.252,IE,anomaly
84.203.54.111,IE,anomaly
84.205.244.135,GR,normal
84.209.98.238,NO,anomaly
84.212.83.215,NO,anomaly
84.215.171.72,NO,normal
84.219.147.105,SE,anomaly
84.219.210.101,SE,normal
84.22.63.154,AL,normal
84.221.133.182,IT,anomaly
84.221.202.211,IT,normal
84.227.15.32,CH,anomaly
84.227.182.153,CH,normal
84.23.158.204,SE,normal
84.233.242.114,IT,normal
84.236.20.236,HU,normal
84.237.1.33,RU,anomaly
84.237.188.51,LV,anomaly
84.24.77.74,NL,anomaly
84.246.217.12,FR,normal
84.250.134.181,FI,anomaly
84.251.90.36,FI,normal
84.255.239.237,SI,normal
84.26.251.115,NL,normal
84.26.4.120,NL,anomaly
84.27.100.164,NL,normal
84.32.143.243,LT,normal
84.41.47.2,SI,normal
84.47.205.108,IR,normal
84.50.21.219,EE,normal
84.5.133.26,FR,normal
84.62.21.90,DE,normal
84.75.140.14,CH,anomaly
84.78.18.10,ES,normal
84.78.25.182,ES,normal
84.79.29.61,ES,normal
84.80.13.43,NL,anomaly
84.80.205.89,NL,anomaly
84.85.74.67,NL,normal
84.87.65.141,NL,normal
84.93.173.64,GB,anomaly
84.95.193.190,IL,normal
85.10.233.125,DE,normal
85.10.233.125,DE,anomaly
85.10.233.125,DE,anomaly
85.101.208.61,TR,normal
85.103.209.250,TR,normal
85.104.75.172,TR,anomaly
85.105.92.19,TR,normal
85.106.174.177,TR,anomaly
85.106.224.120,TR,anomaly
85.11.133.212,BG,normal
85.114.14.134,RU,anomaly
85.115.248.123,RU,anomaly
85.115.248.82,RU,anomaly
85.115.53.180,GB,anomaly
85.115.54.201,GB,normal
85.115.58.180,DE,normal
85.117.106.42,EE,normal
85.117.115.107,EE,normal
85.117.119.230,EE,anomaly
85.117.123.204,EE,normal
85.117.123.49,EE,normal
85.118.134.144,RU,anomaly
85.118.134.144,RU,anomaly
85.118.160.98,DE,normal
85.119.88.77,CZ,normal
85.13.76.222,CZ,anomaly
85.132.117.5,AZ,normal
85.132.27.130,AZ,normal
85.133.38.33,GB,normal
85.135.85.130,CZ,anomaly
85.136.76.249,ES,anomaly
85.137.67.42,ES,normal
85.139.56.35,PT,normal
85.140.0.6,RU,normal
85.140.3.76,RU,anomaly
85.144.253.98,NL,normal
85.150.35.1,NL,anomaly
85.15.7.131,IR,normal
85.154.106.94,OM,normal
85.154.110.41,OM,normal
85.154.12.63,OM,anomaly
85.159.0.146,UA,normal
85.159.94.18,GB,normal
85.16.136.50,DE,normal
85.170.65.232,FR,anomaly
85.17.24.76,NL,anomaly
85.172.60.176,RU,normal
85.174.8.79,RU,normal
85.182.148.198,DE,anomaly
85.183.25.215,DE,anomaly
85.194.208.189,FI,anomaly
85.197.34.6,DE,normal
85.198.116.66,RU,normal
85.203.16.227,NL,normal
85.203.16.95,NL,normal
85.203.71.169,NL,anomaly
85.210.165.31,GB,normal
85.220.44.16,IS,normal
85.229.206.58,SE,normal
85.229.67.11,SE,anomaly
85.23.106.212,FI,normal
85.232.128.75,LT,anomaly
85.232.213.201,MT,normal
85.233.234.137,DK,normal
85.237.234.177,SK,anomaly
85.237.234.180,SK,anomaly
85.239.121.234,DE,normal
85.240.7.164,PT,normal
85.24.245.185,SE,normal
85.243.4.148,PT,normal
85.244.183.25,PT,anomaly
85.246.94.14,PT,anomaly
85.248.227.165,SK,anomaly
85.253.206.154,EE,normal
85.254.72.47,LV,normal
85.254.73.157,LV,normal
85.254.73.30,LV,normal
85.254.73.91,LV,normal
85.254.76.18,LV,anomaly
85.254.77.101,LV,normal
85.255.234.114,GB,normal
85.255.234.12,GB,normal
85.255.234.156,GB,normal
85.255.235.137,GB,normal
85.255.235.142,GB,anomaly
85.255.235.242,GB,anomaly
85.255.235.45,GB,normal
85.255.235.65,GB,normal
85.255.236.166,GB,normal
85.255.236.173,GB,normal
85.255.236.240,GB,normal
85.255.236.31,GB,anomaly
85.255.236.60,GB,normal
85.255.237.223,GB,anomaly
85.255.237.225,GB,normal
85.26.164.130,RU,normal
85.26.164.180,RU,normal
85.26.165.93,RU,anomaly
85.26.183.19,RU,anomaly
85.26.186.117,RU,normal
85.26.234.142,RU,normal
85.26.234.165,RU,normal
85.26.241.106,RU,anomaly
85.31.138.194,GB,normal
85.31.138.195,GB,normal
85.31.138.210,GB,normal
85.48.106.236,ES,normal
85.56.245.85,ES,anomaly
85.57.133.197,ES,anomaly
85.6.214.236,CH,anomaly
85.64.129.19,IL,normal
85.64.89.151,IL,normal
85.67.99.75,HU,normal
85.68.98.46,FR,normal
85.70.249.136,CZ,normal
85.7.103.156,CH,normal
85.72.167.49,GR,anomaly
85.72.95.234,GR,anomaly
85.73.118.167,GR,normal
85.74.163.108,GR,anomaly
85.76.3.205,FI,normal
85.76.80.176,FI,anomaly
85.76.81.75,FI,anomaly
85.76.99.212,FI,anomaly
85.80.204.90,DK,normal
85.8.67.134,DE,anomaly
85.86.248.39,ES,normal
85.90.216.2,UA,anomaly
85.90.219.76,UA,normal
85.9.113.36,IR,normal
85.91.195.109,RU,anomaly
85.94.102.173,ME,anomaly
85.95.121.72,GB,anomaly
85.95.187.109,RU,normal
